,A4:BD:C4:2E:D7:70 (Dignajas Rozes),A4:BD:C4:2E:D7:74 (Dignajas Rozes 5G),6A:51:48:7C:54:95 (RosaMaria \xF0\x9F\x92\x95),9A:62:AB:67:28:4B (PhPhPhone),4C:75:25:CD:DD:E9 (M5Stick),94:B9:7E:A9:10:15 (M5Atom),room_index,measurement_index,batch_index,x,y,18:4A:6F:54:B2:82 (ALHN-8A10),84:3E:92:6E:08:58 (OPTIC0852),90:16:BA:F8:CA:B4 (OPTICCAAC),90:16:BA:F8:CA:B8 (OPTICCAAC-5G),90:16:BA:F8:C7:DC (TheForceStrong),84:3E:92:6E:08:5C (OPTIC0852-5G),06:D6:AA:E7:35:25 (AndroidAP3525),B4:E8:42:9A:0E:5A (LEDnet00339A0E5A),F0:68:65:36:11:F9 (ALHN-442D),DC:2C:6E:F6:6F:A2 (LMT-2GHz-6F9D),90:16:BA:F8:C7:D8 (TheForceWeak),84:3E:92:6E:29:5C (Apollo Creed),10:27:F5:3F:31:2B (Ziepis),54:37:BB:B1:71:59 (Diagon Alleys),84:3E:92:6E:29:60 (OPTIC2953-5G),5C:1A:6F:EC:B0:21 (ALHN-A333),1C:43:63:6A:56:F4 (OPTIC56EC),A2:B3:8D:32:AC:0D (HUAWEI_B535_AC32),A2:B3:8D:32:AC:11 (HUAWEI_B535_AC32_5G),8C:DE:F9:0B:E5:89 (Dignajas 12),A2:B3:8D:32:AC:09 (HUAWEI_B535_AC32),F8:0C:58:10:DC:39 (ALHN-C1EF),F0:2F:74:B7:02:00 (Swamp),D4:1A:D1:3E:C6:71 (Baltcom_C671),B4:26:5D:A5:20:A9 (ALHN-76BA),94:00:B0:1D:01:80 (EDGE-h5fG),FA:0C:58:40:DC:3D (),F0:2F:74:B7:02:04 (Swamp),08:55:31:A1:C2:10 (LMT-C20B),28:68:D2:80:AB:C4 (EDGE-q8Ef),5C:1A:6F:EC:B9:8D (ALHN-A45E),5C:1A:6F:EC:C3:7D (ALHN-A532),E4:C3:2A:90:85:DB (House of Cats 2.4 GHz),6C:16:32:B4:45:48 (OPTIC4542),EA:C3:2A:86:C7:D1 (),14:CB:19:E5:58:9C (DIRECT-9B-HP DeskJet 2700 series),E4:C3:2A:86:C7:D1 (TP-Link_C7D1),D4:62:EA:C8:19:BE (RUTTE),10:27:F5:3F:31:2A (Ziepis5G),D4:62:EA:C8:19:C2 (),A4:BD:C4:2F:06:44 (OPTIC063B),88:40:33:7E:27:6C (OPTICCAAC),5C:1A:6F:46:CA:67 (ALHN-D988),68:3A:48:34:82:10 (MTK_SOFT_AP),A8:AD:3D:D3:80:20 (ALHN-8616),68:3A:48:34:82:10 ([washer] Samsung),C4:44:7D:70:58:04 (OPTIC57FE),E2:36:B3:04:C2:89 (smartDongle-F9F8),FA:0C:58:40:DC:39 (),1A:30:14:7A:2C:08 (RosaMaria \xF0\x9F\x92\x95),64:D1:54:87:3F:E6 (MikroTik-873FE6),D4:1A:D1:3E:C6:72 (Baltcom_C671),5C:64:7A:47:46:58 (ALHN-BBED),1C:43:63:6A:56:F8 (OPTIC56EC-5G),FA:0D:AC:EC:1E:E0 (DIRECT-E0-HP Laser 137fnw),88:40:33:7E:27:70 (OPTICCAAC-5G),00:5F:67:46:A6:24 (Dignajas 3B-15),04:D3:B5:6A:88:C7 (HUAWEI-B535-88C7),04:D3:B5:6A:88:CC (HUAWEI-B535-88C7_5G),F0:68:65:36:11:FD (ALHN-442D-5),C4:EA:1D:B7:5A:F1 (TNCAPB75AF1)
1598,-51,-60,-49,-25,-62,-58,2,14,49,364,165,-79.0,-76.0,-82,-70,-78,-77,-78.0,,,,-76.0,-76.0,,,-84.0,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,
1599,-51,-60,-49,-25,-62,-58,2,14,50,364,165,-79.0,-76.0,-82,-70,-78,-77,-78.0,,,,-76.0,-76.0,,,-84.0,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,
1600,-67,-59,-53,-56,-68,-68,2,15,1,468,165,,-68.0,-78,-73,-77,-76,-78.0,,,,-75.0,-74.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,-64,-60,-63,-55,-75,-77,2,15,2,468,165,-86.0,-65.0,-80,-73,-78,-68,-78.0,,,,-75.0,-82.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,
1602,-64,-60,-63,-55,-75,-77,2,15,3,468,165,-86.0,-65.0,-80,-73,-78,-68,-78.0,,,,-75.0,-82.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,
1603,-68,-59,-58,-65,-69,-66,2,15,4,468,165,-82.0,-66.0,-84,-72,-77,-77,-78.0,,,,-80.0,-73.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,
1604,-68,-59,-58,-65,-69,-66,2,15,5,468,165,-82.0,-66.0,-84,-72,-77,-77,-78.0,,,,-80.0,-73.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,
1605,-63,-59,-72,-55,-72,-79,2,15,6,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1606,-63,-59,-72,-55,-72,-79,2,15,7,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1607,-63,-59,-72,-55,-72,-79,2,15,8,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1608,-63,-59,-72,-55,-72,-79,2,15,9,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1609,-63,-59,-72,-55,-72,-79,2,15,10,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1610,-63,-59,-72,-55,-72,-79,2,15,11,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1611,-63,-59,-72,-55,-72,-79,2,15,12,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1612,-63,-59,-72,-55,-72,-79,2,15,13,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1613,-63,-59,-72,-55,-72,-79,2,15,14,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1614,-63,-59,-72,-55,-72,-79,2,15,15,468,165,-82.0,-64.0,-84,-72,-77,-68,-88.0,,,,-80.0,-80.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1615,-71,-60,-55,-60,-68,-65,2,15,16,468,165,-83.0,-66.0,-84,-72,-79,-75,-88.0,,,,-81.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1616,-71,-60,-55,-60,-68,-65,2,15,17,468,165,-83.0,-66.0,-84,-72,-79,-75,-88.0,,,,-81.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1617,-63,-62,-68,-53,-73,-76,2,15,18,468,165,-83.0,-65.0,-84,-75,-77,-69,-88.0,,,,-74.0,-73.0,-86.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1618,-63,-62,-68,-53,-73,-76,2,15,19,468,165,-83.0,-65.0,-84,-75,-77,-69,-88.0,,,,-74.0,-73.0,-86.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1619,-63,-60,-68,-58,-69,-67,2,15,20,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1620,-63,-60,-68,-58,-69,-67,2,15,21,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1621,-63,-60,-68,-58,-69,-67,2,15,22,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1622,-63,-60,-68,-58,-69,-67,2,15,23,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1623,-63,-60,-68,-58,-69,-67,2,15,24,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1624,-63,-60,-68,-58,-69,-67,2,15,25,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1625,-63,-60,-68,-58,-69,-67,2,15,26,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1626,-63,-60,-68,-58,-69,-67,2,15,27,468,165,-83.0,-68.0,-84,-71,-79,-77,-88.0,,,,-74.0,-73.0,-86.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,
1627,-67,-61,-56,-53,-72,-77,2,15,28,468,165,-79.0,-65.0,-84,-74,-75,-69,-88.0,,,,-75.0,-83.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1628,-67,-61,-56,-53,-72,-77,2,15,29,468,165,-79.0,-65.0,-84,-74,-75,-69,-88.0,,,,-75.0,-83.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1629,-65,-60,-66,-57,-69,-67,2,15,30,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1630,-65,-60,-66,-57,-69,-67,2,15,31,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1631,-65,-60,-66,-57,-69,-67,2,15,32,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1632,-65,-60,-66,-57,-69,-67,2,15,33,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1633,-65,-60,-66,-57,-69,-67,2,15,34,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1634,-65,-60,-66,-57,-69,-67,2,15,35,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1635,-65,-60,-66,-57,-69,-67,2,15,36,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1636,-65,-60,-66,-57,-69,-67,2,15,37,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1637,-65,-60,-66,-57,-69,-67,2,15,38,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1638,-65,-60,-66,-57,-69,-67,2,15,39,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1639,-65,-60,-66,-57,-69,-67,2,15,40,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1640,-65,-60,-66,-57,-69,-67,2,15,41,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1641,-65,-60,-66,-57,-69,-67,2,15,42,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1642,-65,-60,-66,-57,-69,-67,2,15,43,468,165,-81.0,-69.0,-84,-69,-75,-77,-88.0,,,,-75.0,-75.0,-86.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,-86.0,,,,,,,,,,,,,,,
1643,-68,-62,-62,-50,-72,-76,2,15,44,468,165,-81.0,-69.0,-82,-75,-76,-70,-88.0,,,,-75.0,-81.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1644,-68,-62,-62,-50,-72,-76,2,15,45,468,165,-81.0,-69.0,-82,-75,-76,-70,-88.0,,,,-75.0,-81.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1645,-64,-60,-65,-57,-68,-66,2,15,46,468,165,-81.0,-77.0,-82,-75,-76,-78,-88.0,,,,-83.0,-81.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1646,-64,-60,-65,-57,-68,-66,2,15,47,468,165,-81.0,-77.0,-82,-75,-76,-78,-88.0,,,,-83.0,-81.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1647,-70,-61,-66,-50,-71,-76,2,15,48,468,165,-74.0,-67.0,-81,-76,-76,-71,,,,,-83.0,-81.0,-87.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1648,-70,-61,-66,-50,-71,-76,2,15,49,468,165,-74.0,-67.0,-81,-76,-76,-71,,,,,-83.0,-81.0,-87.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1649,-71,-60,-59,-49,-71,-75,2,15,50,468,165,-83.0,-69.0,-82,-75,-77,-71,,,,,-83.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1650,-63,-63,-26,-57,-68,-64,2,16,1,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1651,-63,-63,-26,-57,-68,-64,2,16,2,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1652,-63,-63,-26,-57,-68,-64,2,16,3,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1653,-63,-63,-26,-57,-68,-64,2,16,4,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1654,-63,-63,-26,-57,-68,-64,2,16,5,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1655,-63,-63,-26,-57,-68,-64,2,16,6,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1656,-63,-63,-26,-57,-68,-64,2,16,7,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1657,-63,-63,-26,-57,-68,-64,2,16,8,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1658,-63,-63,-26,-57,-68,-64,2,16,9,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1659,-63,-63,-26,-57,-68,-64,2,16,10,52,55,-63.0,-78.0,-83,-81,-84,-82,-81.0,,,-88.0,-86.0,-82.0,-87.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,-88.0,,,,,,,,,,,,,,,
1660,-69,-66,-26,-53,-76,-71,2,16,11,52,55,-68.0,-78.0,-83,-81,-84,-81,-79.0,,,-88.0,-86.0,-82.0,-85.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,-69,-66,-26,-53,-76,-71,2,16,12,52,55,-68.0,-78.0,-83,-81,-84,-81,-79.0,,,-88.0,-86.0,-82.0,-85.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,-78,-67,-23,-52,-68,-73,2,16,13,52,55,-68.0,-70.0,-83,-76,-84,-81,-79.0,,-83.0,-88.0,-83.0,-84.0,-85.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,-78,-67,-23,-52,-68,-73,2,16,14,52,55,-68.0,-70.0,-83,-76,-84,-81,-79.0,,-83.0,-88.0,-83.0,-84.0,-85.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,-68,-66,-37,-53,-75,-66,2,16,15,52,55,-75.0,-70.0,-83,-82,-84,-81,-79.0,,-83.0,-88.0,-83.0,-84.0,-85.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,-68,-66,-37,-53,-75,-66,2,16,16,52,55,-75.0,-70.0,-83,-82,-84,-81,-79.0,,-83.0,-88.0,-83.0,-84.0,-85.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,-71,-67,-25,-53,-67,-67,2,16,17,52,55,-63.0,-70.0,-83,-78,-81,-80,-79.0,,-83.0,-88.0,-83.0,-83.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,-73,-65,-33,-58,-80,-65,2,16,18,52,55,-76.0,-70.0,-83,-79,-80,-81,-79.0,,-83.0,-88.0,-83.0,-83.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1668,-73,-65,-33,-58,-80,-65,2,16,19,52,55,-76.0,-70.0,-83,-79,-80,-81,-79.0,,-83.0,-88.0,-83.0,-83.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1669,-70,-69,-33,-52,-67,-76,2,16,20,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1670,-70,-69,-33,-52,-67,-76,2,16,21,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1671,-70,-69,-33,-52,-67,-76,2,16,22,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1672,-70,-69,-33,-52,-67,-76,2,16,23,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1673,-70,-69,-33,-52,-67,-76,2,16,24,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1674,-70,-69,-33,-52,-67,-76,2,16,25,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1675,-70,-69,-33,-52,-67,-76,2,16,26,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1676,-70,-69,-33,-52,-67,-76,2,16,27,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1677,-70,-69,-33,-52,-67,-76,2,16,28,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1678,-70,-69,-33,-52,-67,-76,2,16,29,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1679,-70,-69,-33,-52,-67,-76,2,16,30,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1680,-70,-69,-33,-52,-67,-76,2,16,31,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1681,-70,-69,-33,-52,-67,-76,2,16,32,52,55,-65.0,-70.0,-84,-81,-80,-80,-84.0,,-83.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1682,-70,-70,-33,-48,-67,-63,2,16,33,52,55,-73.0,-70.0,-84,-80,-84,-79,-80.0,,-85.0,-88.0,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1683,-70,-70,-33,-48,-67,-63,2,16,34,52,55,-73.0,-70.0,-84,-80,-84,-79,-80.0,,-85.0,,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1684,-70,-70,-33,-48,-67,-63,2,16,35,52,55,-73.0,-70.0,-84,-80,-84,-79,-80.0,,-85.0,,-83.0,-82.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1685,-70,-70,-27,-51,-65,-67,2,16,36,52,55,-65.0,-70.0,-80,-74,-83,-83,-79.0,,-85.0,,-80.0,-80.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1686,-70,-70,-27,-51,-65,-67,2,16,37,52,55,-65.0,-70.0,-80,-74,-83,-83,-79.0,,-85.0,,-80.0,-80.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
1687,-65,-67,-27,-48,-72,-64,2,16,38,52,55,-65.0,-70.0,-80,-82,-81,-83,-81.0,,-85.0,,-82.0,-86.0,-85.0,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,
